student_id,weekly_self_study_hours,attendance_percentage,class_participation,total_score,grade
93203,15.7,87.5,5.6,92.3,A
93204,16.4,74.9,5.2,92.3,A
93205,24.8,85.4,5.6,100,A
93206,20.5,81.6,4.4,91.4,A
93207,17.1,67.7,6.7,89.8,A
93208,15.7,74.8,8.5,75.8,B
93209,7.9,84.3,5.4,64.5,C
93210,18.5,72.6,5.5,100,A
93211,16.7,86.2,6.5,100,A
93212,22.6,84.8,4.8,100,A
93213,16.9,93.8,6.5,83.6,B
93214,31.7,82.9,8.2,100,A
93215,23.4,90.5,6.7,100,A
93216,2.1,91.7,7.3,57.8,C
93217,16.7,91.2,3.7,95.2,A
93218,23.9,86.1,7.6,98.3,A
93219,10.7,85.6,7.5,82.4,B
93220,10.5,88,3.7,72.6,B
93221,26.8,85.2,6,100,A
93222,8.1,87.1,6.5,63,C
93223,19.1,84,7.9,98.7,A
93224,14.3,100,9.3,85.1,A
93225,19.9,90.9,3.8,99.7,A
93226,11,79,7.2,79,B
93227,10.3,72.2,3.6,65.3,C
93228,22.8,78.5,5.7,100,A
93229,26.1,83,2.9,100,A
93230,13.8,69.3,4.7,66.8,C
93231,18.1,91.8,4.1,88.5,A
93232,20.9,92.3,10,91.3,A
93233,16.4,77.4,3.7,82.6,B
93234,19.9,100,6.3,100,A
93235,27,82,2,100,A
93236,5.8,95.6,7.5,56.5,C
93237,22,78.7,1.8,95.1,A
93238,30,70.4,3.2,100,A
93239,22.5,74,3.8,100,A
93240,6.3,65.5,5.2,65,C
93241,26.6,80.3,5.8,100,A
93242,14.9,91.3,5.8,87.2,A
93243,19.2,84.3,1.4,100,A
93244,22.3,94.3,8.2,100,A
93245,25.2,71.7,4.8,100,A
93246,9.3,90.2,5.1,89.7,A
93247,15.4,85.9,3.8,87.6,A
93248,17,87.8,2.7,100,A
93249,8.9,84.6,10,55,D
93250,20.5,95.3,8.5,100,A
93251,13.2,62.2,7.5,90.9,A
93252,15.6,96.2,3.7,82.7,B
93253,11.6,83.8,5.2,57.6,C
93254,19.1,83.2,9.7,96.7,A
93255,10.9,86.5,7.3,78,B
93256,14.7,80.4,4.2,95,A
93257,15.1,81,7.5,98.6,A
93258,11.2,95.6,5.3,83.1,B
93259,2.2,85.6,4.6,35.7,F
93260,19.8,86.1,9.1,79.9,B
93261,14.8,73.7,6.7,99.9,A
93262,12.6,82.8,6.9,80.2,B
93263,14.8,100,8.1,82.1,B
93264,20.9,100,4.2,100,A
93265,30.1,79.3,3.1,100,A
93266,3,100,7,47.2,D
93267,18,86.3,6.2,100,A
93268,11.7,91.2,10,75.9,B
93269,25,84.4,4,100,A
93270,5.8,93.1,4.3,66.1,C
93271,15.7,86.3,5.1,95.2,A
93272,13.9,80.9,4.6,87.7,A
93273,7.2,87.6,2.6,73.2,B
93274,10.5,77.8,5.1,81.2,B
93275,12.9,80.4,7.1,77.5,B
93276,16.1,86.2,6.1,98.9,A
93277,0,86.3,2.7,42.4,D
93278,13,74.8,5,94.8,A
93279,20.3,72.9,8.2,100,A
93280,24.3,100,3.3,100,A
93281,17.2,99.5,3.6,100,A
93282,18.8,92.4,7.4,87.3,A
93283,6.2,84.6,2.8,78.6,B
93284,12.6,87.5,7.4,83.8,B
93285,6.3,93.8,6,58.6,C
93286,13.7,90.6,6.4,82,B
93287,31.1,74.3,7.7,100,A
93288,25.2,75.2,5,100,A
93289,20.5,80.6,3.8,100,A
93290,17.2,70,5.4,98.8,A
93291,13.2,73.3,5.9,88.2,A
93292,19.6,79.6,8.6,78,B
93293,10.8,100,5.9,79.6,B
93294,30.2,92.8,3.9,100,A
93295,20.8,85.2,5.5,100,A
93296,21.8,79.1,3.6,100,A
93297,11.5,86.7,8.6,77.2,B
93298,11.8,100,7.5,71.5,B
93299,9.8,78.4,8.5,65.9,C
93300,6.3,85.4,4.9,74.1,B
93301,24.7,84.6,7.1,100,A
93302,19.8,97.1,5.5,100,A
93303,12.1,86.5,5.6,84.3,B
93304,10.8,89.5,10,80.4,B
93305,25.2,90.2,2.5,100,A
93306,18.6,87.7,4.8,100,A
93307,12,82.9,6.3,84.2,B
93308,23.1,80.8,5,100,A
93309,28.3,93,8.8,100,A
93310,11,86.9,7.7,60.9,C
93311,12.1,56.2,4.4,97,A
93312,13.4,90,7.4,86.3,A
93313,17.1,95.4,8.4,96.6,A
93314,14.8,69.9,7,76.7,B
93315,4.8,79.5,6.1,51.4,D
93316,8.6,100,5.2,71,B
93317,15.9,90.4,2.1,78.7,B
93318,25.6,85.7,2.2,96.2,A
93319,16.5,89.1,7.2,100,A
93320,21.5,100,4.5,100,A
93321,17.4,86.2,7.2,86.4,A
93322,13.9,100,5.7,93.2,A
93323,8.9,84,5.5,73.7,B
93324,17.6,100,7.7,100,A
93325,23.6,92.1,3.4,92.1,A
93326,6.1,91.2,7.4,59.1,C
93327,19,76.1,6.8,87.3,A
93328,11.1,94.8,4.3,77.5,B
93329,17.5,84.3,2.2,91.4,A
93330,9.8,84.2,4.4,76.8,B
93331,16,75.3,6.1,83.7,B
93332,8.4,99.2,5.5,80,B
93333,21.8,88.8,10,100,A
93334,15.4,99.4,10,100,A
93335,27.5,80.5,8.2,100,A
93336,17.1,93.2,7.5,79,B
93337,8,81.7,9.8,83.5,B
93338,3.9,92.9,6.1,64.1,C
93339,24.9,85.8,7.9,91.9,A
93340,10.8,70.7,7.5,95.7,A
93341,8.1,93.1,6,73.2,B
93342,24.4,81.5,4.3,100,A
93343,12,73.2,5.2,89.1,A
93344,21.4,86.6,6.2,100,A
93345,17.5,88.1,5.8,100,A
93346,1.6,73.7,2,58.7,C
93347,19.5,100,5.1,92.9,A
93348,8.2,90.6,3.3,60.8,C
93349,6.4,92.3,2.2,66.2,C
93350,0,75.2,5.1,52.8,D
93351,6.9,97.4,5.9,61.2,C
93352,12.5,74.7,4.4,84.5,B
93353,15.6,83.5,1.4,93.2,A
93354,16.1,96.2,5.9,93.2,A
93355,21.2,92.6,8.7,100,A
93356,3.1,79.3,9.7,62.9,C
93357,0.4,88.6,2,51.7,D
93358,32.4,91.1,7.6,100,A
93359,14.6,73.3,8.1,73.2,B
93360,18.7,97,6.9,100,A
93361,4.9,79,4.8,63.9,C
93362,19.8,90.1,5.5,90.9,A
93363,22.3,65,3.2,100,A
93364,1.6,75.7,4.1,50.8,D
93365,18.4,79,5.4,100,A
93366,18.3,92.9,8.6,87.8,A
93367,0,80.5,7.4,69.4,C
93368,16.3,79.1,7.2,96.6,A
93369,10.4,100,7.2,70.7,B
93370,18.2,82.8,5.7,79,B
93371,19.9,88.3,9.1,99.2,A
93372,18.3,72.2,3.1,97.4,A
93373,12.9,70.6,4.4,76.6,B
93374,12,59.7,6.5,90,A
93375,16.5,73.7,8.8,86.4,A
93376,13.2,75.5,9.5,62.3,C
93377,4.6,82,5.5,51,D
93378,16.4,94.8,7.3,100,A
93379,13.7,74.4,6.1,89.6,A
93380,13.7,76.2,7.3,96.8,A
93381,12.5,57.2,6.2,72.1,B
93382,13.6,89.2,9,97.1,A
93383,10.4,89.5,7.5,84.2,B
93384,21,82.7,7.1,100,A
93385,11.9,80.5,5.2,79.2,B
93386,15.6,83.2,4.7,86.6,A
93387,10,92.1,4.9,82.4,B
93388,7.3,72.3,6,75.9,B
93389,14.2,93.5,5.4,92.4,A
93390,19.7,85.1,3.3,78.7,B
93391,22.3,66.8,6.3,100,A
93392,20,83.1,4.6,100,A
93393,8.4,95.3,7.1,77.6,B
93394,15.4,89.7,6.5,84.1,B
93395,14.4,78.9,7.2,72.4,B
93396,20.1,85.4,7.8,100,A
93397,18.6,75.5,6.9,77.7,B
93398,10.6,79.6,8.5,61.1,C
93399,17.4,85,8.8,95.5,A
93400,19,85.3,4,94.1,A
93401,17.3,56.6,7.4,99.6,A
93402,14.7,92.7,7.4,76.5,B
93403,10.4,66.7,5.6,77.7,B
93404,12.2,88.8,10,83.2,B
93405,30.2,82.6,8,100,A
93406,6.7,100,8.3,72.1,B
93407,28.2,77.6,5,99.4,A
93408,28.1,68.7,8.6,100,A
93409,5.9,80.7,6.3,57.6,C
93410,10.6,76.1,4.2,68.7,C
93411,12.8,75.3,7.6,71.2,B
93412,10.7,91.2,8.6,68.1,C
93413,10.8,81.9,5.5,81.2,B
93414,19.9,98.6,7.9,100,A
93415,16.8,68.9,7,82,B
93416,18.9,77.8,4.2,94.3,A
93417,13.9,94.6,4.9,69.3,C
93418,13.4,88.6,8.2,73.4,B
93419,9.8,84.7,4,72.9,B
93420,18.4,94.4,4.9,100,A
93421,22.1,100,7.8,100,A
93422,7,92.8,5.2,66.7,C
93423,20.5,86.7,6.9,98.3,A
93424,16.9,77.2,4.6,82,B
93425,6.9,95.2,5.3,77.2,B
93426,4.9,78.2,6.1,44.2,D
93427,13.1,68,5.5,79.7,B
93428,11.4,80,8.6,68.8,C
93429,22.3,91.4,6.7,96,A
93430,12.3,70.4,5.1,72.5,B
93431,11.2,72.3,4.5,88.4,A
93432,11.9,86.2,5.3,64.4,C
93433,13.4,82.8,4.6,75.3,B
93434,17,97.8,8.1,76.5,B
93435,22.5,87.2,6.2,96,A
93436,6.4,98.4,10,57.8,C
93437,17.8,92.6,5.7,88.3,A
93438,5.6,93.9,4.2,53.9,D
93439,22.3,99.1,6,100,A
93440,4.1,88.8,5,60.2,C
93441,23.6,73.1,3.3,100,A
93442,21.6,95.6,5.2,95.6,A
93443,9.5,86.8,8.1,71.6,B
93444,11.3,82.4,4.2,88.1,A
93445,1.7,94.3,6.4,56.8,C
93446,2.7,78.4,8.8,53.6,D
93447,12.9,80.1,6.9,86.4,A
93448,16.3,72.2,4.5,86.6,A
93449,22.3,86.7,7.3,100,A
93450,13,73.6,5.1,83.3,B
93451,14.1,93.8,5.3,79.7,B
93452,6.2,88.1,5.6,77.7,B
93453,14,93.1,8.2,65.7,C
93454,15.7,100,2.8,82.4,B
93455,19.1,75.6,5.8,92.5,A
93456,14.7,81.1,5.1,91.8,A
93457,21.6,89,10,100,A
93458,15.1,98.3,8,94.2,A
93459,14.1,89,5.3,86.2,A
93460,20.6,82.3,6.1,100,A
93461,20.6,70.8,6,100,A
93462,12.7,84.9,6.7,79.1,B
93463,27.6,75.4,3.2,100,A
93464,16.8,75.1,4.7,97.5,A
93465,15.8,81.4,5,91,A
93466,12.8,99.1,5.5,73.1,B
93467,18.1,84.5,9.2,96.9,A
93468,21.1,69.2,5.2,91.3,A
93469,15.7,85.1,4.5,91.1,A
93470,16.5,87.9,7.7,77.8,B
93471,7.2,77.9,2.6,69.1,C
93472,9.1,91.9,8,75.3,B
93473,9.6,68.7,2.4,66.1,C
93474,16.7,100,7.3,88.7,A
93475,7.1,100,4.5,64.1,C
93476,0.9,79.8,6.9,51.1,D
93477,5.2,85,7.9,52.2,D
93478,18.7,92.2,6.7,100,A
93479,26.7,100,3.9,100,A
93480,21.6,76.9,5,100,A
93481,7.4,89.5,3,64.3,C
93482,9,91.7,4.6,66.6,C
93483,10.6,86.4,3,73.8,B
93484,4.2,83.5,8.6,58.7,C
93485,13.6,85,4.9,100,A
93486,18.2,85.2,7.4,68.5,C
93487,8.1,84.9,4.1,55.6,C
93488,6.6,70.1,6.5,64.2,C
93489,20.4,94,5.8,87.7,A
93490,8.7,86.8,4.4,63.3,C
93491,9.5,85.6,5.8,60.1,C
93492,0,82.2,5.1,50,D
93493,21.4,86.8,6.4,100,A
93494,24.2,84.3,4.4,100,A
93495,12.7,83.3,7.2,75.1,B
93496,14.5,100,3.2,100,A
93497,18.4,90.3,7.2,100,A
93498,19.6,83.2,9.3,100,A
93499,14.4,86.4,5.7,84.1,B
93500,10.9,78.2,6.1,83.3,B
93501,13.9,79,6.2,92.5,A
93502,12.3,70.5,4.3,69.2,C
93503,16.7,90.4,7.4,87.6,A
93504,7.4,87.3,6.3,74.7,B
93505,23.2,81.8,7.5,100,A
93506,28.8,79.3,5.2,100,A
93507,9.9,91.2,4.4,49.7,D
93508,9.5,83.1,8.3,75.5,B
93509,9,89.1,8.1,82.8,B
93510,11.7,93.9,7.8,86.6,A
93511,27.2,100,7.4,100,A
93512,11,84.5,5.9,78.9,B
93513,15.9,73.9,6.9,91.9,A
93514,11.7,66.9,8.9,80.1,B
93515,0.6,95.3,7.6,41.9,D
93516,11.1,81.9,4.2,69.9,C
93517,14.7,93.3,6.6,83.1,B
93518,25.6,94.9,9.6,100,A
93519,2.7,86.1,6.7,55.7,C
93520,21.6,80.9,5,100,A
93521,16.6,70,8,100,A
93522,14.3,71.4,8.3,79.9,B
93523,7.7,82.3,3.5,81.1,B
93524,23.6,81.8,5.5,100,A
93525,17.3,84.9,7.1,80.2,B
93526,14.7,82.8,8.1,74.6,B
93527,14.2,79.5,9.8,98.3,A
93528,21.5,83.1,3.8,100,A
93529,9,80.5,8.1,74.8,B
93530,25,97.7,9,100,A
93531,30.3,96.3,6.2,100,A
93532,12.8,74,6.7,100,A
93533,24,93.3,5.8,99.5,A
93534,10.9,100,3.8,70.9,B
93535,7,66.5,8.3,47.6,D
93536,10.9,80.5,5.5,82.9,B
93537,17.8,66.8,4.5,84,B
93538,13.3,80.6,7.2,100,A
93539,17.8,74.4,8.9,89.9,A
93540,16.8,85.1,3.3,96.2,A
93541,12,83.5,6.8,78.5,B
93542,6.4,70.2,4.6,59.6,C
93543,14.7,80.3,7.3,73.7,B
93544,5.3,87.7,3.9,70.6,B
93545,15.4,81.9,6.4,56.2,C
93546,17.3,91.6,5.6,99,A
93547,0,85.4,7.7,51.5,D
93548,23.8,91.3,6.6,100,A
93549,12.6,85.8,5.8,70.6,B
93550,18.5,100,4.1,92.9,A
93551,10.4,81.9,2.8,85.7,A
93552,12.1,70.3,2.5,80.6,B
93553,26.2,83.2,8.5,100,A
93554,5.5,99.3,4.8,66.6,C
93555,11.4,70.8,7.7,57.5,C
93556,15.3,93.5,7.5,96.7,A
93557,0,94.3,6.2,43.2,D
93558,8.5,92.7,7.3,54.7,D
93559,20.7,82.5,5.9,100,A
93560,6,100,5.5,58.3,C
93561,16.1,80.4,9.6,81.8,B
93562,17.3,93.1,5.8,82.6,B
93563,18.5,98,4.5,100,A
93564,7.6,81.1,6.6,78.2,B
93565,16.1,77.9,3.4,81,B
93566,6.8,83.4,6.9,77.7,B
93567,12.9,76.6,4.6,79.2,B
93568,21.1,92,8.5,100,A
93569,9,95.9,8.5,60.5,C
93570,18.7,86.1,6.2,100,A
93571,14.4,82,6.1,67.3,C
93572,20.3,96.7,5.4,100,A
93573,1.2,84.7,3.6,37.6,F
93574,23.2,90.7,6.3,100,A
93575,2.4,85.1,5.3,55.7,C
93576,6.4,95.7,9.3,54.4,D
93577,23,96.9,6.1,100,A
93578,14.5,80.4,8.4,86.1,A
93579,11.9,82.9,6.7,80.1,B
93580,21.6,80.7,4.3,100,A
93581,14.1,94.6,5.5,100,A
93582,8.1,91.7,7.1,78.8,B
93583,23.7,76.2,7.4,100,A
93584,16.8,88.5,10,88.6,A
93585,6,73.5,5.1,64.2,C
93586,9.6,100,4.1,59.3,C
93587,8,84.9,5,62,C
93588,6.7,94.9,6.2,71.5,B
93589,14,87.8,4.4,78.2,B
93590,14.5,94.4,4.3,97.3,A
93591,18,69.1,4,100,A
93592,18.9,94.3,5.5,100,A
93593,20.9,74.5,4.8,100,A
93594,22.1,76.4,6.5,100,A
93595,18.4,79.5,7.1,100,A
93596,17.5,100,10,91.5,A
93597,21.8,89.7,4.3,92.5,A
93598,17.9,75.4,7.3,100,A
93599,8.3,86.2,3.7,74.7,B
93600,5.2,87.1,9.5,79.2,B
93601,7.8,89.4,8.5,68.6,C
93602,17.2,87.9,8.6,88.7,A
93603,12.9,74.9,5.1,75,B
93604,16.6,83.8,7.2,96.5,A
93605,13.2,75.2,6,97.9,A
93606,8.6,97,4.3,56.7,C
93607,0,89.6,2.3,62.5,C
93608,6.5,68.1,7,52.7,D
93609,27.2,82,4.3,100,A
93610,21.7,90.1,8.1,100,A
93611,9.8,85.7,4.5,76.3,B
93612,11.3,69.2,3.5,82.7,B
93613,11.5,71.4,7.6,76.5,B
93614,22.6,73.3,7,100,A
93615,21.4,86,3.9,94,A
93616,21.7,83.4,6.3,94.5,A
93617,7.9,74.2,6.7,84.9,B
93618,27.5,89.8,5.5,100,A
93619,13,100,8.6,84,B
93620,20.9,100,4.3,100,A
93621,17,80.2,6.8,97.5,A
93622,3,78.5,2.2,63.6,C
93623,11.4,81.4,7.6,63.7,C
93624,14.7,85.6,5.8,84,B
93625,9.2,92.9,2.2,65.4,C
93626,4.6,78.1,8.6,61.7,C
93627,11.8,62.8,4.9,62.9,C
93628,24.2,81.3,6.9,99.1,A
93629,18.9,66.9,8.1,79.8,B
93630,11.1,82.5,5.1,78.6,B
93631,16.5,88,5.5,100,A
93632,5.5,80.1,3.9,56.3,C
93633,14.8,90.2,8.5,97.5,A
93634,1.4,93.2,5.8,43.2,D
93635,6.7,88.7,5.4,68.2,C
93636,20.6,96.8,4.5,76.3,B
93637,10.8,77.6,5.1,75.7,B
93638,11.7,100,8,70.7,B
93639,14.2,89.8,9.4,74,B
93640,25.7,73.5,5.8,100,A
93641,0,66.4,7.1,54,D
93642,8.4,74.5,4.3,70.4,B
93643,31.5,87.4,8.6,100,A
93644,23,95.1,8.4,100,A
93645,18.5,88.3,6.9,100,A
93646,16.6,83.6,2.7,85.8,A
93647,13.1,96.3,5.3,76,B
93648,5.2,77.8,5.5,57.3,C
93649,11.9,65.9,4.9,81.4,B
93650,13.9,95.5,4.6,66.3,C
93651,22.8,79.7,3.1,100,A
93652,17.2,86.2,5.7,78.7,B
93653,15.2,87.8,7.9,81.9,B
93654,10.2,100,5.9,90,A
93655,11.5,76.3,8.8,85.6,A
93656,2.6,96.6,5.7,30.7,F
93657,16.4,90.1,5.6,78.6,B
93658,6.1,99.1,8.1,61.6,C
93659,12.3,78.9,5,89.4,A
93660,22,93.6,8.3,82.2,B
93661,16.6,86.7,6.4,86.4,A
93662,17.1,73.3,6.5,78.1,B
93663,23.4,88.9,7.3,100,A
93664,19.6,96.8,5.4,100,A
93665,13.9,83.4,8.7,84.5,B
93666,0.8,77.1,9,64.6,C
93667,11.9,94.6,4.9,82.5,B
93668,14.2,99.5,7.8,96.2,A
93669,14.9,84.5,7.6,81.3,B
93670,3.5,82.5,6.2,49.1,D
93671,16.1,91,7.3,75.3,B
93672,20,86.5,7.1,88.4,A
93673,12.2,88.4,7.7,67.5,C
93674,18,53.8,5.8,89.4,A
93675,10.1,83.6,5,75.5,B
93676,16.5,100,5.1,73.6,B
93677,27.9,78.6,3.1,100,A
93678,11.9,96.3,6.9,59.8,C
93679,6.8,79.6,7.5,66,C
93680,20,83.2,9.5,100,A
93681,12.9,90.1,8.3,98.5,A
93682,9.3,98.9,6.2,81.1,B
93683,9.5,65.8,5.8,90.5,A
93684,16.5,78,4.1,100,A
93685,15.1,94.3,10,81.8,B
93686,23.8,85.2,8.1,100,A
93687,17.7,79.3,6,90.6,A
93688,21.5,83.3,4.7,100,A
93689,14.9,83.8,6.7,91,A
93690,18.2,75.3,5,100,A
93691,14.5,81.9,5.5,80.3,B
93692,27.5,81.7,2.2,100,A
93693,18.1,84.6,7.7,79.1,B
93694,4.6,95.5,8.9,62,C
93695,13.5,91.9,5.8,86.4,A
93696,16.4,81.3,7.5,100,A
93697,14.7,80.1,5.8,84.4,B
93698,20.6,92.6,5.9,89.9,A
93699,11.4,74.8,4.8,75.7,B
93700,15,79.1,7.9,89.8,A
93701,21.2,97.4,5.4,100,A
93702,5.1,84.4,3.8,72.9,B
93703,8.2,82.4,2.7,64.2,C
93704,28.4,83.5,5.7,100,A
93705,12.3,65.3,7.3,68.8,C
93706,20.8,92.5,8.3,100,A
93707,22.5,75.1,7.8,100,A
93708,5.9,77,7.1,75.5,B
93709,9,100,8.4,75.7,B
93710,15.1,88,5.4,77.7,B
93711,10.3,84.2,8.8,84.9,B
93712,17.8,71.3,2.4,85.7,A
93713,18.7,100,8.6,98,A
93714,16.4,81.9,8.3,82.9,B
93715,14.7,81.3,6.3,75,B
93716,19,68.1,5,87.7,A
93717,23.4,87.1,4.9,100,A
93718,24.1,82.5,9,100,A
93719,16.9,100,6.9,92.1,A
93720,8.9,88,7.1,57.3,C
93721,13.8,96.6,7.9,79.5,B
93722,19.7,100,7.2,88.7,A
93723,22.7,86.6,5.1,100,A
93724,22.5,83.9,1.6,99.7,A
93725,13.8,76.9,7.1,79.4,B
93726,16.6,87.3,8.8,79.6,B
93727,18.6,91.1,6,82.8,B
93728,25.2,98.2,5.3,100,A
93729,9.7,100,6.4,79.3,B
93730,18.2,91.9,6.8,95,A
93731,11.4,78.9,10,71,B
93732,23.2,79,0,88.4,A
93733,14.8,96,6.7,97.7,A
93734,16.7,82.5,1.8,100,A
93735,9.1,87.7,9.4,76.7,B
93736,12,92.3,8.4,78,B
93737,28.9,97.4,5.2,100,A
93738,19.3,89.4,5.5,93.4,A
93739,16.3,94.9,6.4,95.8,A
93740,24.6,86.8,6.5,100,A
93741,25.6,75.9,7.2,100,A
93742,14.7,82,1.5,80.1,B
93743,9.7,91.3,8.4,69.1,C
93744,13.9,91.7,8,88.2,A
93745,12.5,84.4,7.4,86.5,A
93746,15.7,91.6,4.2,94.1,A
93747,16.9,89,3.4,100,A
93748,32.7,71,7.9,100,A
93749,7.7,82,5.6,76.8,B
93750,5.8,82.5,2.8,61.7,C
93751,10.9,89.8,6.6,84.3,B
93752,0,87.6,5.6,44,D
93753,1.8,76.8,3.2,49,D
93754,5.7,80.6,4.5,90.9,A
93755,22.9,81.7,2.9,100,A
93756,5.5,99.8,4.1,55.6,C
93757,3.1,82.1,8.4,69.1,C
93758,9.1,78,7,70.6,B
93759,17.8,83.3,4.8,100,A
93760,11.4,74.7,2.9,65.6,C
93761,12.6,85,7.8,79.3,B
93762,11,86.9,6.8,84.7,B
93763,5.7,85.8,6.4,61.2,C
93764,8.5,82,4.7,95.8,A
93765,9.3,82,8.1,49.2,D
93766,19.4,74,6.9,100,A
93767,7.2,100,4.2,81.8,B
93768,22.1,82.4,5.4,100,A
93769,19.8,79.9,7.5,100,A
93770,4.1,50,9.4,54.4,D
93771,17.7,79.1,6.2,100,A
93772,15.4,71.4,7.4,84.8,B
93773,24.5,100,6.4,100,A
93774,9.3,87,6.6,60.7,C
93775,19.6,76.7,2.7,74.8,B
93776,20.6,73.3,6.3,97.4,A
93777,2.8,94.9,6.6,40.8,D
93778,24.2,91.9,7,100,A
93779,9.9,100,6.8,57.9,C
93780,18.3,82.7,5.9,84.2,B
93781,13.5,81.8,6.8,89.8,A
93782,13.7,87.3,3.8,69.5,C
93783,9.4,86,3.9,66.4,C
93784,10.8,85.7,5.8,72,B
93785,18.1,86.2,1.9,86.1,A
93786,24.9,96.7,8.4,97.4,A
93787,6.5,73.5,4.8,75.2,B
93788,11.3,76.3,5.4,79.1,B
93789,16.8,90,7.5,100,A
93790,16.5,74.2,4.8,86.5,A
93791,18.5,89.2,6.1,97.3,A
93792,23.1,88.1,7.5,100,A
93793,3,66.1,8.9,70.5,B
93794,11,88.4,5.6,88.4,A
93795,22.3,91.4,4.9,91.7,A
93796,13.7,74.5,4.8,83.6,B
93797,6.9,84.1,6.8,77.1,B
93798,6.1,72.7,6.6,49.9,D
93799,14.9,74.9,6,81.9,B
93800,12.1,83.5,3.1,74.7,B
93801,30.1,100,6.7,100,A
93802,13.9,98.3,5.4,72.8,B
93803,9.7,73.2,9.6,68.2,C
93804,23.7,96.8,6.9,100,A
93805,14.4,75.1,6.1,75.7,B
93806,20.4,83.6,5.1,89.3,A
93807,28.2,98.8,3.9,100,A
93808,25.3,85.6,5.4,100,A
93809,17.6,66.5,5.1,83.3,B
93810,20.1,71.2,5,88.5,A
93811,24.4,99,4.9,100,A
93812,8.3,75.4,6.7,78.3,B
93813,5.9,87.1,7.7,78.8,B
93814,29.1,91.7,6.6,89.9,A
93815,6.2,86,5.5,64.4,C
93816,30.9,90.7,3.8,100,A
93817,10.1,78.2,7.8,89.7,A
93818,8.7,94.1,5.3,70.2,B
93819,20.6,78.1,6.2,100,A
93820,3.8,85.9,8,62.3,C
93821,33,89.9,6.1,100,A
93822,28.5,100,7.6,100,A
93823,25.8,96.4,7.6,100,A
93824,4.3,89.9,3.7,41.6,D
93825,24.1,86.3,6.7,100,A
93826,23.3,100,6,100,A
93827,16.2,96.2,5,100,A
93828,20.9,95.7,4.4,92.5,A
93829,19.3,86.4,6,100,A
93830,6.5,100,9,74.6,B
93831,11.9,83.7,4.2,97.5,A
93832,12.9,100,10,77.9,B
93833,4.4,84.3,5.4,52.4,D
93834,20.3,78.2,5.1,100,A
93835,22.9,77.6,5.9,100,A
93836,18.2,74.2,3.1,89.9,A
93837,28.1,100,6.3,100,A
93838,17.4,88,7,86,A
93839,15.1,100,7.9,93.3,A
93840,11.1,74.4,6.4,70,B
93841,16.9,93.5,8.6,90.1,A
93842,0,92.8,4.4,47.1,D
93843,27.3,71.1,6.7,100,A
93844,17.7,75.8,5.3,99.2,A
93845,22.9,92.6,3.3,100,A
93846,23,77.1,6,100,A
93847,20.2,68.8,7.1,85.2,A
93848,7.9,72.7,6.5,78.3,B
93849,0,94.2,3.8,43.1,D
93850,30.3,80.7,7.4,100,A
93851,15.1,84.7,6.8,70.8,B
93852,12.6,85.9,6.3,79.1,B
93853,13.2,86.4,6.5,67.9,C
93854,11.8,75.8,5.8,91.7,A
93855,14.9,86.1,8.7,100,A
93856,14.5,80.5,5.3,86,A
93857,15.8,77.2,3.6,90.7,A
93858,13.3,89.6,8,86.8,A
93859,21.2,83.3,6.2,100,A
93860,20.1,82.3,6.5,100,A
93861,11.3,80.4,4.5,93.1,A
93862,16.4,83.6,3.4,77.5,B
93863,6.9,87.3,7.1,74.1,B
93864,19.4,86.2,5,93.4,A
93865,26.8,93.6,8.7,100,A
93866,21.2,84.6,8.9,100,A
93867,14.4,55.7,5.9,100,A
93868,8.2,88.9,9.6,87.5,A
93869,19.8,80.9,5.8,100,A
93870,10.8,79.1,1.9,87.6,A
93871,15.2,100,6.1,90,A
93872,20.4,71.8,4.8,100,A
93873,9.4,96.4,1.1,85.5,A
93874,15.7,81.8,4.9,78.6,B
93875,7.7,71.1,6.1,93.8,A
93876,12.7,84.5,4.2,91.9,A
93877,11.9,92.9,3.3,96.5,A
93878,23.6,94.3,6,94.3,A
93879,16.5,80.9,10,91.9,A
93880,10.4,80.7,8.5,64.9,C
93881,12.1,71.8,6.6,71.7,B
93882,22.2,82.7,5.3,100,A
93883,4.1,97.6,2.8,67.8,C
93884,9.4,83.1,4.7,80.7,B
93885,7.7,89.4,5.6,94.3,A
93886,16.2,92.9,9.5,94.8,A
93887,15.9,84.3,4.8,95.1,A
93888,14,69.2,3.9,66.2,C
93889,14.5,92,6,88.9,A
93890,5.7,67.4,4.4,69.3,C
93891,8.5,77.5,4.9,72.8,B
93892,19.1,79.9,7.2,99.4,A
93893,4.8,74,5.3,32.2,F
93894,13.2,91.8,4.2,89.2,A
93895,21.8,84.7,7.8,100,A
93896,16.5,86.4,3.9,76.5,B
93897,10.3,94.7,6.5,62.3,C
93898,20.1,68.7,6.1,96.6,A
93899,10,85,5.9,61.5,C
93900,15.4,94.4,8,76,B
93901,9.6,74.7,7.5,77.4,B
93902,4.6,72,3.2,66.8,C
93903,14.2,77.2,4.4,79.8,B
93904,23.5,81.6,4.8,100,A
93905,23,94.8,7,98.3,A
93906,20.2,92.9,7.2,96,A
93907,20,84.4,5.6,94.1,A
93908,20.3,93.5,6.5,82.4,B
93909,13.6,75,4.3,74.8,B
93910,6.3,80.6,6,70.6,B
93911,16.2,100,6.4,90.4,A
93912,21.6,82,4.8,95.4,A
93913,21.1,77.1,9.4,100,A
93914,16.7,87.9,7,88.5,A
